#DEPTH,AC,DEN,CNL
2325.25,209.25,2.58,20
2325.375,216.14,2.58,21.77
2325.5,222.42,2.53,26
2325.625,229.82,2.42,28.89
2325.75,247.51,2.24,30
2325.875,274.25,2.09,31.93
2326,312.81,1.96,35
2326.125,352.69,1.9,39.81
2326.25,383.89,1.9,45
2326.375,386.83,1.96,49.81
2326.5,364.04,2.06,49
2326.625,330.4,2.18,43.23
2326.75,295.22,2.29,36
2326.875,273.41,2.35,32.15
2327,264.9,2.36,31
2327.125,272.5,2.34,31.96
2327.25,282.92,2.3,31
2327.375,284.78,2.26,30.04
2327.5,278.85,2.24,29
2327.625,270.4,2.27,28.04
2327.75,258.98,2.31,27
2327.875,250.76,2.34,27
2328,248.22,2.34,27
2328.125,250.71,2.32,27
2328.25,254.53,2.29,27
2328.375,256.84,2.24,27
2328.5,255.65,2.2,27
2328.625,253.01,2.2,27.96
2328.75,251.57,2.26,29
2328.875,249.98,2.35,28.04
2329,245.59,2.45,28
2329.125,240.84,2.52,27.04
2329.25,236.79,2.56,26
2329.375,233.04,2.57,26
2329.5,229.91,2.56,26
2329.625,229.34,2.54,26
2329.75,229.59,2.5,27
2329.875,231.06,2.43,27.96
2330,238.68,2.35,29
2330.125,250.92,2.27,29
2330.25,260.89,2.2,29
2330.375,267.71,2.17,29
2330.5,274.77,2.16,27
2330.625,268.36,2.2,25.08
2330.75,249.82,2.27,23
2330.875,234.52,2.35,22.04
2331,223.6,2.37,22
2331.125,216.15,2.34,22.96
2331.25,216.46,2.25,24
2331.375,225.29,2.16,25.93
2331.5,239.4,2.08,29
2331.625,259.83,2.04,30.93
2331.75,291.48,2.03,31
2331.875,323.88,2.05,31
2332,344.37,2.11,30
2332.125,338.14,2.22,28.08
2332.25,312.87,2.35,26
2332.375,284.12,2.43,25.04
2332.5,254.5,2.45,23
2332.625,239.46,2.43,20.11
2332.75,237.94,2.42,17
2332.875,236.03,2.46,16.04
2333,224.2,2.51,16
2333.125,210.22,2.54,17.93
2333.25,199.72,2.52,19
2333.375,197.72,2.46,18.04
2333.5,203.25,2.39,18
2333.625,215.14,2.32,19.93
2333.75,231.34,2.26,25
2333.875,245.44,2.22,31.74
2334,260.45,2.19,39
2334.125,275.51,2.18,40.93
2334.25,288.08,2.19,40
2334.375,290.55,2.2,39.04
2334.5,288.86,2.2,39
2334.625,292.26,2.18,39
2334.75,300.41,2.15,39
2334.875,299.69,2.11,39
2335,294.3,2.08,39
2335.125,301.26,2.06,38.04
2335.25,309.92,2.05,37
2335.375,306.26,2.08,34.11
2335.5,302.11,2.15,32
2335.625,298.1,2.25,30.08
2335.75,278.6,2.37,30
2335.875,250.71,2.47,30
2336,226.64,2.53,29
2336.125,213.44,2.57,26.11
2336.25,206.86,2.59,23
2336.375,206.62,2.59,21.08
2336.5,209.48,2.59,20
2336.625,212.16,2.6,20
2336.75,214.5,2.63,20
2336.875,220.02,2.67,20
2337,228,2.69,21
2337.125,233.43,2.67,21.96
2337.25,238.29,2.61,24
2337.375,243.19,2.52,25.93
2337.5,246.11,2.42,28
2337.625,245.94,2.34,28.96
2337.75,244.22,2.29,29
2337.875,240.57,2.29,27.08
2338,234.01,2.33,24
2338.125,225.38,2.38,22.08
2338.25,216.54,2.39,20
2338.375,213.66,2.35,19.04
2338.5,219.32,2.27,18
2338.625,239.02,2.22,18.96
2338.75,275.59,2.19,20
2338.875,320.38,2.18,22.89
2339,367.03,2.18,27
2339.125,395.9,2.17,30.85
2339.25,399.06,2.14,37
2339.375,373.25,2.11,40.85
2339.5,332.7,2.08,44
2339.625,301.4,2.07,44
2339.75,284,2.06,43
2339.875,285.38,2.06,44.93
2340,305.12,2.07,49
2340.125,325.12,2.09,53.81
2340.25,335.21,2.1,56
2340.375,337.93,2.09,53.11
2340.5,344.32,2.05,51
2340.625,348.61,2.02,49.08
2340.75,347.56,2.01,50
2340.875,347.1,2.03,51.93
2341,343.44,2.07,53
2341.125,329.25,2.12,51.08
2341.25,307.58,2.16,46
2341.375,286.53,2.21,41.19
2341.5,267.79,2.27,36
2341.625,256.81,2.35,33.11
2341.75,246.99,2.44,31
2341.875,238.17,2.52,30.04
2342,233.43,2.58,28
2342.125,232.47,2.61,28
2342.25,233.91,2.61,28
2342.375,239.96,2.58,28
2342.5,246.09,2.55,27
2342.625,245.37,2.52,24.11
2342.75,236.37,2.52,21
2342.875,223.14,2.54,19.08
2343,209.62,2.57,18
2343.125,203.62,2.59,18.96
2343.25,203.64,2.58,19
2343.375,206.96,2.58,19.96
2343.5,210.79,2.58,21
2343.625,213.94,2.59,21
2343.75,217.32,2.6,21
2343.875,221.06,2.6,21
2344,224.95,2.6,21
2344.125,227.9,2.58,21.96
2344.25,230.4,2.56,22
2344.375,231.82,2.54,21.04
2344.5,232.59,2.51,20
2344.625,232.82,2.49,20
2344.75,232.52,2.47,20
2344.875,232.48,2.46,20
2345,233.1,2.44,19
2345.125,233.92,2.44,18.04
2345.25,234.97,2.43,18
2345.375,235.85,2.44,18
2345.5,236.04,2.45,18
2345.625,235.42,2.46,17.04
2345.75,234.19,2.47,17
2345.875,232.57,2.47,17
2346,230.97,2.48,16
2346.125,229.99,2.49,16
2346.25,229.56,2.49,15
2346.375,229.63,2.49,15
2346.5,229.57,2.49,16
2346.625,228.54,2.49,16
2346.75,226.56,2.5,16
2346.875,224.29,2.5,16
2347,222.03,2.51,16
2347.125,220.76,2.51,15.04
2347.25,220.68,2.51,15
2347.375,221.35,2.51,15
2347.5,221.93,2.51,15
2347.625,221.68,2.51,15
2347.75,220.31,2.5,15
2347.875,218,2.47,15.96
2348,220.2,2.37,19
2348.125,237.64,2.23,24.77
2348.25,272.7,2.09,37
2348.375,303.44,2.01,53.36
2348.5,325.57,2,58
2348.625,337.02,2.06,44.53
2348.75,330.67,2.14,33
2348.875,305.11,2.24,27.23
2349,277.17,2.33,26
2349.125,263.61,2.39,26
2349.25,256.52,2.42,27
2349.375,255.9,2.43,26.04
2349.5,256.95,2.43,24
2349.625,254.06,2.44,22.08
2349.75,245.72,2.47,19
2349.875,233,2.5,17.08
2350,216.67,2.52,17
2350.125,209.97,2.53,17
2350.25,214.89,2.53,18
2350.375,225.11,2.53,19.93
2350.5,234.42,2.52,23
2350.625,241.01,2.53,25.89
2350.75,242.73,2.54,27
2350.875,236.09,2.54,26.04
2351,226.37,2.54,23
2351.125,221.04,2.53,21.08
2351.25,217.13,2.51,20
2351.375,216.04,2.46,20
2351.5,224.05,2.37,20
2351.625,241.36,2.26,22.89
2351.75,267.55,2.14,28
2351.875,294.83,2.06,33.77
2352,317.43,2.02,38
2352.125,320.33,2.04,39.93
2352.25,307.28,2.08,40
2352.375,287.42,2.1,38.08
2352.5,265.02,2.09,35
2352.625,252.21,2.04,34.04
2352.75,250.85,2,34
2352.875,259.35,1.98,35.93
2353,271.16,1.97,38
2353.125,280.23,1.98,38.96
2353.25,292.31,1.99,39
2353.375,310.17,1.99,39.96
2353.5,326.27,1.98,41
2353.625,334.61,1.97,41
2353.75,343.73,1.96,42
2353.875,341.74,1.98,41.04
2354,321.81,2.04,39
2354.125,298.29,2.14,37.08
2354.25,275.49,2.3,34
2354.375,258.99,2.45,31.11
2354.5,248.76,2.57,29
2354.625,244.18,2.62,26.11
2354.75,238.82,2.62,23
2354.875,232.18,2.6,20.11
2355,222.69,2.57,18
2355.125,215.02,2.56,16.08
2355.25,211.7,2.57,16
2355.375,211.98,2.59,16
2355.5,213.14,2.6,16
2355.625,214.58,2.6,16.96
2355.75,216.64,2.59,17
2355.875,218.26,2.59,17.96
2356,218.55,2.58,18
2356.125,217.84,2.59,18
2356.25,216.14,2.59,18
2356.375,213.91,2.6,18
2356.5,212.17,2.61,18
2356.625,211.75,2.62,18.96
2356.75,211.67,2.64,19
2356.875,211.48,2.65,19.96
2357,211.24,2.62,23
2357.125,211.38,2.54,23.96
2357.25,212.68,2.45,24
2357.375,221.52,2.39,22.08
2357.5,242.37,2.36,22
2357.625,264.69,2.34,22.96
2357.75,275.01,2.34,28
2357.875,274.98,2.37,31.85
2358,266.38,2.43,33
2358.125,247.65,2.5,30.11
2358.25,227.12,2.56,28
2358.375,218.81,2.59,26.08
2358.5,217.43,2.59,26
2358.625,217.37,2.56,26
2358.75,220.73,2.5,26
2358.875,233.64,2.4,26
2359,254.77,2.29,27
2359.125,268.01,2.23,27.96
2359.25,270.39,2.24,27
2359.375,262.57,2.3,25.08
2359.5,242.71,2.37,24
2359.625,224.52,2.38,24.96
2359.75,227.18,2.35,26
2359.875,249.24,2.31,26
2360,268.94,2.29,26
2360.125,274.82,2.3,26
2360.25,269.43,2.32,26
2360.375,249.41,2.34,24.08
2360.5,216.68,2.38,21
2360.625,198.73,2.44,18.11
2360.75,196.14,2.5,17
2360.875,201.02,2.53,16.04
2361,206.45,2.55,17
2361.125,211.59,2.56,17
2361.25,214.69,2.56,18
2361.375,213.4,2.55,18
2361.5,210.15,2.55,17
2361.625,208.41,2.55,17
2361.75,207.28,2.57,18
2361.875,207.39,2.59,18.96
2362,211.98,2.61,22
2362.125,219.59,2.59,23.93
2362.25,226.57,2.54,26
2362.375,231.74,2.45,26
2362.5,238.39,2.37,25
2362.625,245.65,2.28,24.04
2362.75,252.32,2.21,24
2362.875,255.71,2.2,24
2363,256.06,2.24,24
2363.125,252.2,2.33,24
2363.25,242.14,2.43,23
2363.375,230.47,2.49,22.04
2363.5,219.5,2.5,21
2363.625,213.85,2.42,20.04
2363.75,218.15,2.28,19
2363.875,239.67,2.15,19
2364,284.65,2.05,19
2364.125,331.97,2.01,21.89
2364.25,364.28,2.03,26
2364.375,362.12,2.1,28.89
2364.5,334.54,2.2,30
2364.625,289.89,2.33,27.11
2364.75,242.58,2.44,23
2364.875,217.11,2.53,20.11
2365,210.63,2.58,19
2365.125,210.99,2.6,17.08
2365.25,211.22,2.6,16
2365.375,211.38,2.59,15.04
2365.5,211.47,2.58,15
2365.625,210.66,2.57,15
2365.75,209.5,2.58,16
2365.875,209.45,2.59,16.96
2366,210.67,2.61,18
2366.125,213.23,2.62,18.96
2366.25,217.49,2.6,20
2366.375,221.63,2.57,20.96
2366.5,224.2,2.54,22
2366.625,224.35,2.51,22.96
2366.75,222.28,2.48,24
2366.875,219.45,2.47,23.04
2367,216.55,2.46,23
2367.125,215.02,2.45,22.04
2367.25,215.2,2.42,23
2367.375,216.6,2.37,23
2367.5,221.45,2.31,24
2367.625,236.38,2.25,25.93
2367.75,267.91,2.19,28
2367.875,300.03,2.14,32.81
2368,321.43,2.11,38
2368.125,324.5,2.09,38.96
2368.25,317.69,2.09,37
2368.375,301.27,2.09,34.11
2368.5,276.81,2.1,32
2368.625,266.68,2.12,31.04
2368.75,270.13,2.13,31
2368.875,270.21,2.14,31
2369,268.5,2.14,31
2369.125,280.61,2.13,31.96
2369.25,300.96,2.09,34
2369.375,309.54,2.07,34
2369.5,310.86,2.08,34
2369.625,306.22,2.16,32.08
2369.75,285.97,2.28,30
2369.875,258.26,2.39,27.11
2370,236.91,2.47,25
2370.125,225.86,2.51,24.04
2370.25,220.43,2.53,23
2370.375,220.09,2.53,22.04
2370.5,220.81,2.53,22
2370.625,219.37,2.53,21.04
2370.75,215.64,2.52,20
2370.875,211.85,2.49,19.04
2371,211.56,2.46,19
2371.125,215.89,2.44,20.93
2371.25,222.43,2.42,23
2371.375,227.61,2.37,24.93
2371.5,234.14,2.3,27
2371.625,244.68,2.23,29.89
2371.75,256.94,2.19,32
2371.875,266.32,2.2,32
2372,270.06,2.26,29
2372.125,265.97,2.33,25.15
2372.25,253.63,2.4,22
2372.375,240.16,2.45,21.04
2372.5,231.48,2.48,21
2372.625,230.61,2.51,21
2372.75,232.1,2.52,21
2372.875,233.72,2.52,20.04
2373,234.33,2.51,20
2373.125,236.79,2.47,20.96
2373.25,248.36,2.39,23
2373.375,271.63,2.31,27.81
2373.5,301.82,2.23,34
2373.625,328.85,2.19,38.81
2373.75,343.48,2.19,37
2373.875,336.72,2.21,33.15
2374,312.67,2.25,30
2374.125,285.81,2.27,28.08
2374.25,264.06,2.29,27
2374.375,259.75,2.31,26.04
2374.5,267.04,2.34,24
2374.625,274.42,2.38,21.11
2374.75,274.64,2.44,19
2374.875,267.81,2.5,18.04
2375,254.94,2.56,17
2375.125,246.07,2.59,17
2375.25,245.86,2.61,17
2375.375,249.38,2.61,17.96
2375.5,248.43,2.61,19
2375.625,244.49,2.62,19.96
2375.75,236.58,2.62,20
2375.875,225.77,2.61,20.96
2376,216.2,2.59,22
2376.125,212.25,2.56,23.93
2376.25,213.17,2.52,25
2376.375,219.8,2.46,25
2376.5,229.08,2.4,24
2376.625,235.27,2.38,23.04
2376.75,240.5,2.37,23
2376.875,242.57,2.38,23
2377,239.14,2.4,23
2377.125,233.43,2.42,23.96
2377.25,233.68,2.44,25
2377.375,240.59,2.42,25.96
2377.5,250.99,2.39,26
2377.625,259.76,2.37,26.96
2377.75,263.91,2.39,27
2377.875,258.25,2.45,27
2378,245.73,2.5,25
2378.125,231.45,2.54,23.08
2378.25,219.05,2.56,22
2378.375,215.1,2.56,22.96
2378.5,218.71,2.54,23
2378.625,224.33,2.48,23.96
2378.75,231.03,2.39,25
2378.875,244.85,2.3,25.96
2379,267.13,2.23,29
2379.125,280.64,2.21,31.89
2379.25,280.43,2.23,33
2379.375,274.82,2.27,33.96
2379.5,266.04,2.29,33
2379.625,255.22,2.29,31.08
2379.75,250.49,2.27,30
2379.875,254.4,2.25,29.04
2380,258.26,2.24,29
2380.125,256.29,2.25,29
2380.25,249.08,2.27,28
2380.375,242.68,2.29,27.04
2380.5,239.33,2.29,27
2380.625,240.74,2.29,27.96
2380.75,245.24,2.28,29
2380.875,251.78,2.27,29.96
2381,264.09,2.26,30
2381.125,278.18,2.24,30
2381.25,288.57,2.23,30
2381.375,288.92,2.24,30
2381.5,283.11,2.27,31
2381.625,272.23,2.29,31
2381.75,257.92,2.31,30
2381.875,248.98,2.32,28.08
2382,246.83,2.33,26
2382.125,246.31,2.35,23.11
2382.25,242.33,2.4,19
2382.375,235.56,2.47,17.08
2382.5,225.77,2.54,15
2382.625,215.79,2.58,15
2382.75,208.97,2.6,15
2382.875,208.09,2.6,14.04
2383,208.66,2.6,14
2383.125,208.47,2.61,14
2383.25,208.24,2.6,15
2383.375,208,2.59,15.96
2383.5,207.89,2.57,17
2383.625,209.29,2.53,17
2383.75,214.98,2.48,16
2383.875,222.86,2.42,16
2384,228.17,2.4,17
2384.125,228.77,2.4,18.93
2384.25,229.75,2.42,21
2384.375,231.49,2.41,22.93
2384.5,235.12,2.37,24
2384.625,241.43,2.32,25.93
2384.75,250.03,2.28,28
2384.875,259.46,2.27,30.89
2385,269.38,2.28,31
2385.125,273.2,2.31,29.08
2385.25,270.73,2.34,26
2385.375,265.37,2.38,24.08
2385.5,254.8,2.41,24
2385.625,239.74,2.44,24
2385.75,224.45,2.47,25
2385.875,217.27,2.48,25
2386,216.94,2.46,25
2386.125,223.1,2.41,25.96
2386.25,233.69,2.35,27
2386.375,248.49,2.29,28.93
2386.5,269.68,2.24,28
2386.625,283.27,2.24,25.11
2386.75,284.62,2.26,23
2386.875,274.52,2.29,23
2387,256.21,2.3,23
2387.125,241.82,2.29,23.96
2387.25,243.51,2.28,26
2387.375,253.56,2.27,28.89
2387.5,261.6,2.26,32
2387.625,265.24,2.26,32.96
2387.75,259.23,2.27,32
2387.875,241.13,2.26,31.04
2388,224.71,2.24,29
2388.125,222.62,2.22,28.04
2388.25,230.75,2.21,27
2388.375,239.82,2.22,27
2388.5,246.09,2.24,26
2388.625,248.02,2.27,25.04
2388.75,247.01,2.31,23
2388.875,244.12,2.37,23
2389,239.82,2.45,23
2389.125,233.99,2.54,23
2389.25,227.1,2.6,23
2389.375,221.28,2.62,21.08
2389.5,215.7,2.61,20
2389.625,214.73,2.6,18.08
2389.75,217.84,2.59,16
2389.875,219.93,2.6,14.08
2390,219.34,2.62,13
2390.125,214.82,2.64,13
2390.25,207.5,2.65,14
2390.375,203.2,2.64,14.96
2390.5,202.29,2.62,15
2390.625,203.86,2.59,15
2390.75,209.93,2.56,15
2390.875,218.52,2.53,15.96
2391,228.47,2.51,18
2391.125,237.71,2.51,20.89
2391.25,247.45,2.51,23
2391.375,250.33,2.52,23
2391.5,243.54,2.54,22
2391.625,233.56,2.55,22
2391.75,224.34,2.55,22
2391.875,218.97,2.51,22
2392,221.48,2.43,23
2392.125,238.72,2.35,24.93
2392.25,262.75,2.3,27
2392.375,278.49,2.28,28.93
2392.5,285.18,2.29,30
2392.625,286.24,2.3,30.96
2392.75,279.38,2.31,30
2392.875,267.23,2.3,28.08
2393,261,2.28,28
2393.125,264.54,2.28,28
2393.25,268.2,2.29,27
2393.375,271.17,2.32,27
2393.5,278.17,2.36,26
2393.625,282.75,2.39,24.08
2393.75,278.93,2.41,22
2393.875,265.57,2.41,19.11
2394,248.68,2.39,18
2394.125,232.02,2.37,17.04
2394.25,217.93,2.34,16
2394.375,213.03,2.32,16.96
2394.5,217.02,2.32,18
2394.625,222.28,2.34,20.89
2394.75,225,2.38,23
2394.875,225.11,2.44,23.96
2395,223.1,2.5,24
2395.125,220.97,2.53,23.04
2395.25,221.36,2.54,23
2395.375,223.89,2.52,22.04
2395.5,228.42,2.49,22
2395.625,235.99,2.44,22.96
2395.75,246.82,2.39,24
2395.875,257.98,2.35,24.96
2396,266.04,2.34,26
2396.125,265.66,2.35,26
2396.25,256.9,2.38,25
2396.375,243.7,2.44,23.08
2396.5,228.45,2.5,20
2396.625,217.62,2.56,19.04
2396.75,211.48,2.6,18
2396.875,210.34,2.62,17.04
2397,211.49,2.62,16
2397.125,212.66,2.59,16
2397.25,213.7,2.56,15
2397.375,214.45,2.52,15
2397.5,214.35,2.49,14
2397.625,213.47,2.45,14
2397.75,212.73,2.43,14
2397.875,212.74,2.43,14.96
2398,213.58,2.45,16
2398.125,214.75,2.51,16.96
2398.25,215.6,2.58,18
2398.375,215.54,2.63,18.96
2398.5,215.77,2.63,21
2398.625,217.68,2.59,21.96
2398.75,222.48,2.53,23
2398.875,228.5,2.48,23
2399,235.36,2.43,22
2399.125,240.08,2.36,22.96
2399.25,243.03,2.29,25
2399.375,244.54,2.23,26.93
2399.5,246.29,2.21,28
2399.625,251.26,2.22,28.96
2399.75,261.67,2.26,29
2399.875,267.17,2.3,28.04
2400,263.02,2.35,26
2400.125,253.72,2.4,25.04
2400.25,242.8,2.45,23
2400.375,230.76,2.5,22.04
2400.5,220.58,2.54,19
2400.625,215.74,2.57,17.08
2400.75,210.72,2.6,16
2400.875,201.97,2.63,15.04
2401,191.02,2.66,14
2401.125,183.34,2.69,12.08
2401.25,179.48,2.7,10
2401.375,179.09,2.71,10
2401.5,180.61,2.7,12
2401.625,183.54,2.69,13.93
2401.75,188.9,2.68,15
2401.875,196.7,2.67,15.96
2402,205.17,2.66,17
2402.125,211.97,2.64,19.89
2402.25,220.32,2.59,23
2402.375,230.4,2.53,25.89
2402.5,241.12,2.47,30
2402.625,252.72,2.45,32.89
2402.75,268.35,2.44,34
2402.875,276.05,2.45,32.08
2403,271.6,2.47,29
2403.125,262.84,2.5,25.15
2403.25,250.19,2.52,23
2403.375,233.97,2.53,22.04
2403.5,220.02,2.55,24
2403.625,215.28,2.57,28.81
2403.75,211.99,2.54,36
2403.875,211.83,2.43,40.81
2404,224.53,2.24,41
2404.125,249.11,2.09,37.15
2404.25,277.24,1.98,33
2404.375,293.58,1.94,29.15
2404.5,298.93,1.97,25
2404.625,285.18,2.04,21.15
2404.75,253.81,2.15,18
2404.875,224.13,2.22,16.08
2405,209.35,2.23,16
2405.125,214.53,2.19,16.96
2405.25,231.07,2.16,19
2405.375,247.81,2.17,21.89
2405.5,261.93,2.19,25
2405.625,267.74,2.19,27.89
2405.75,274.11,2.17,31
2405.875,285.97,2.15,33.89
2406,301.6,2.17,35
2406.125,314.37,2.21,34.04
2406.25,320.25,2.25,33
2406.375,309.94,2.26,32.04
2406.5,290.38,2.26,30
2406.625,270.8,2.24,28.08
2406.75,251.42,2.2,28
2406.875,239.55,2.16,28
2407,233.64,2.12,29
2407.125,236.48,2.12,29
2407.25,250.89,2.13,29
2407.375,269.55,2.15,29
2407.5,280.85,2.15,29
2407.625,281.4,2.14,28.04
2407.75,270.59,2.12,26
2407.875,249.98,2.1,25.04
2408,228.76,2.08,24
2408.125,220.67,2.05,23.04
2408.25,220.01,2.05,22
2408.375,222.03,2.06,22
2408.5,225.06,2.1,21
2408.625,226.36,2.14,21
2408.75,223.97,2.17,20
2408.875,221.42,2.18,19.04
2409,222.32,2.15,19
2409.125,224.29,2.11,19
2409.25,223.88,2.05,20
2409.375,223.17,2.01,20.96
2409.5,222.57,1.99,23
2409.625,221.2,1.99,24.93
2409.75,222.43,2,27
2409.875,228.46,2,28.93
2410,235.35,2,30
2410.125,240.21,2,30.96
2410.25,246.22,2,31
2410.375,256.29,2.02,31
2410.5,268.82,2.03,31
2410.625,276.12,2.02,31.96
2410.75,280.43,2,32
2410.875,278.79,1.98,32.96
2411,270.04,2,32
2411.125,262.94,2.03,30.08
2411.25,259.38,2.11,27
2411.375,253.58,2.24,25.08
2411.5,244.32,2.39,23
2411.625,233.63,2.48,21.08
2411.75,220.33,2.52,20
2411.875,212.05,2.52,19.04
2412,212.85,2.51,18
2412.125,219.2,2.51,18
2412.25,226.78,2.51,19
2412.375,233.09,2.48,20.93
2412.5,238.89,2.45,23
2412.625,241.22,2.42,23.96
2412.75,240.97,2.41,25
2412.875,241.03,2.41,25
2413,241.68,2.41,25
2413.125,240.31,2.43,25
2413.25,238.18,2.45,25
2413.375,236.8,2.49,24.04
2413.5,234,2.53,23
2413.625,229.69,2.55,21.08
2413.75,224.67,2.55,20
2413.875,220.78,2.55,19.04
2414,218.53,2.54,19
2414.125,218.45,2.53,18.04
2414.25,220.29,2.52,18
2414.375,223.1,2.52,17.04
2414.5,225.63,2.52,17
2414.625,226.9,2.52,16.04
2414.75,225.14,2.53,16
2414.875,220.32,2.55,16
2415,213.94,2.55,17
2415.125,209.66,2.56,17
2415.25,208.6,2.55,17
2415.375,211.74,2.55,17
2415.5,217.78,2.53,17
2415.625,224.14,2.52,17
2415.75,229.03,2.51,17
2415.875,230.83,2.51,17
2416,231.41,2.5,17
2416.125,231.51,2.5,17.96
2416.25,232.02,2.5,18
2416.375,233.3,2.49,18
2416.5,234.27,2.48,18
2416.625,234.48,2.47,18
2416.75,234.52,2.46,17
2416.875,234.44,2.47,17
2417,233.77,2.48,17
2417.125,232.69,2.49,17
2417.25,231.61,2.5,17
2417.375,229.9,2.51,17
2417.5,225.92,2.52,18
2417.625,221.15,2.54,17.04
2417.75,216.81,2.55,16
2417.875,215.17,2.56,15.04
2418,216.44,2.55,15
2418.125,220.82,2.53,14.04
2418.25,227.12,2.49,15
2418.375,232.09,2.46,15
2418.5,235.18,2.44,14
2418.625,236.05,2.43,14
2418.75,235.64,2.43,13
2418.875,234.25,2.42,13
2419,232.11,2.42,15
2419.125,229.88,2.43,17.04
2419.25,227.71,2.44,19
2419.375,226.48,2.45,22
2419.5,226.68,2.47,22
2419.625,229.57,2.48,22
2419.75,234.03,2.49,23
2419.875,238.04,2.49,23.96
2420,240.81,2.49,24
2420.125,239.86,2.48,23.04
2420.25,233.98,2.48,23
2420.375,226.67,2.49,23
2420.5,220.11,2.5,23
2420.625,217.03,2.5,23
2420.75,217.56,2.49,24
2420.875,221.7,2.47,24.96
2421,227.91,2.46,25
2421.125,232.82,2.45,25.96
2421.25,236.76,2.44,24
2421.375,238.11,2.45,24
2421.5,236.47,2.47,24
2421.625,232.76,2.48,24
2421.75,228.39,2.5,24
2421.875,224.63,2.51,23.96
2422,222.42,2.52,23
2422.125,223.26,2.51,23.04
2422.25,225.5,2.49,22
2422.375,227.65,2.47,23.04
2422.5,230.12,2.46,24
2422.625,232.21,2.45,23.04
2422.75,233.65,2.44,23
2422.875,234.8,2.44,23
2423,235.22,2.44,23
2423.125,234.11,2.44,23
2423.25,232.8,2.43,24
2423.375,231.92,2.43,24
2423.5,230.42,2.42,23
2423.625,229.32,2.42,23
2423.75,229.65,2.43,22
2423.875,229.86,2.43,22
2424,229.46,2.44,22
2424.125,229.1,2.45,22
2424.25,226.97,2.47,21
2424.375,221.97,2.49,21
2424.5,214.76,2.51,20
2424.625,207.86,2.53,20.96
2424.75,201.57,2.54,21
2424.875,199.45,2.54,21.96
2425,201.6,2.53,23
2425.125,206.96,2.52,23.96
2425.25,213.87,2.51,25
2425.375,220.14,2.5,24
2425.5,225.79,2.49,23
2425.625,229.01,2.49,23
2425.75,230.03,2.48,24
2425.875,228.56,2.48,24.04
2426,225.41,2.47,23
2426.125,221.77,2.47,23
2426.25,219.43,2.47,23
2426.375,220.49,2.47,23
2426.5,224.57,2.48,23
2426.625,229.06,2.48,23
2426.75,233.06,2.48,23
2426.875,234.28,2.47,23
2427,231.71,2.47,23
2427.125,226.32,2.47,23
2427.25,219.31,2.48,22
2427.375,217.09,2.47,22.89
2427.5,225.89,2.45,22
2427.625,249.9,2.4,27.77
2427.75,287.78,2.36,34
2427.875,325.67,2.32,36.89
2428,354.24,2.29,37
2428.125,360.22,2.31,36.04
2428.25,343.36,2.38,35
2428.375,318.79,2.44,34.04
2428.5,300.5,2.48,33
2428.625,301.45,2.47,32.04
2428.75,315.86,2.46,31
2428.875,330.16,2.46,31
2429,327.87,2.48,30
2429.125,309.91,2.51,26.15
2429.25,282.67,2.54,21
2429.375,255.34,2.56,17.15
2429.5,232.17,2.56,15
2429.625,225.05,2.54,14.04
2429.75,226.78,2.53,13
2429.875,227.5,2.51,13
2430,225.92,2.5,14
2430.125,225.49,2.51,14.96
2430.25,224.36,2.51,15
2430.375,219.98,2.51,15
2430.5,215.63,2.5,14
2430.625,213.95,2.5,13.04
2430.75,213.42,2.52,13
2430.875,212.79,2.55,13.96
2431,212.08,2.58,15
2431.125,212.39,2.57,15.96
2431.25,216.31,2.55,17
2431.375,226.44,2.51,18.93
2431.5,239.66,2.45,22
2431.625,247.73,2.41,23.93
2431.75,249.31,2.39,26
2431.875,244.12,2.44,26
2432,232.3,2.51,24
2432.125,219.96,2.58,21.11
2432.25,211.98,2.64,20
2432.375,209.72,2.67,19.04
2432.5,209.65,2.67,18
2432.625,209.73,2.65,18
2432.75,208.95,2.62,18
2432.875,208.27,2.58,18
2433,209.97,2.56,18
2433.125,215.6,2.54,18.96
2433.25,222.31,2.52,21
2433.375,226.26,2.52,22.93
2433.5,228.31,2.53,24
2433.625,228.16,2.55,24
2433.75,224.81,2.56,24
2433.875,222.21,2.55,24
2434,226.47,2.52,25
2434.125,236.69,2.5,25.96
2434.25,244.55,2.47,27
2434.375,248.25,2.44,27.96
2434.5,252.99,2.4,28
2434.625,255.58,2.38,28.96
2434.75,256.4,2.36,30
2434.875,260.53,2.35,30
2435,265.97,2.38,30
2435.125,267.05,2.42,30
2435.25,262.85,2.46,30
2435.375,256.17,2.48,29.04
2435.5,249.27,2.47,27
2435.625,245.52,2.46,24.11
2435.75,241.92,2.46,23
2435.875,239.36,2.47,23
2436,239.93,2.48,23
2436.125,242.13,2.48,23.96
2436.25,244.15,2.48,24
2436.375,245.62,2.48,24.96
2436.5,245.86,2.5,25
2436.625,243.29,2.53,25
2436.75,237.78,2.56,25
2436.875,230.91,2.59,24.04
2437,224.66,2.6,22
2437.125,219.75,2.59,21.04
2437.25,214.33,2.58,20
2437.375,211.61,2.56,20
2437.5,212.82,2.51,20
2437.625,217.94,2.44,20.96
2437.75,225.7,2.39,23
2437.875,231.21,2.37,23.96
2438,232.12,2.41,25
2438.125,230.43,2.48,25
2438.25,227.88,2.54,24
2438.375,224.48,2.58,23.04
2438.5,222.19,2.58,22
