#DEPTH,AC,DEN,CNL
2892.375,215.07,2.51,21
2892.5,214.32,2.51,21
2892.625,212.55,2.51,20.04
2892.75,210.25,2.51,20
2892.875,208.12,2.51,20
2893,206.37,2.53,20
2893.125,205.84,2.55,20.96
2893.25,206.99,2.59,17
2893.375,209.44,2.63,17.96
2893.5,211.45,2.66,17
2893.625,210.57,2.65,16.96
2893.75,208.7,2.62,17
2893.875,208.79,2.58,17
2894,208.95,2.54,16
2894.125,209.75,2.51,14.08
2894.25,210.71,2.49,15
2894.375,211.78,2.48,21.08
2894.5,213.43,2.48,21
2894.625,214.9,2.48,21
2894.75,215.81,2.49,20
2894.875,216.03,2.49,20
2895,216.07,2.5,21
2895.125,215.97,2.5,21
2895.25,215.36,2.5,21
2895.375,214.24,2.51,21
2895.5,212.69,2.51,21
2895.625,211.24,2.52,21
2895.75,209.89,2.52,21
2895.875,209.45,2.53,21
2896,209.67,2.53,21
2896.125,210.84,2.53,21
2896.25,213.45,2.53,21
2896.375,215.97,2.53,21
2896.5,217.29,2.52,21
2896.625,217.52,2.52,21
2896.75,217.35,2.52,21
2896.875,216.46,2.51,20.04
2897,214.96,2.51,20
2897.125,213.36,2.51,20
2897.25,210.96,2.52,20
2897.375,207.39,2.53,20
2897.5,201.97,2.56,21
2897.625,197.21,2.57,21
2897.75,194.82,2.58,21
2897.875,195.8,2.56,21
2898,198.86,2.53,21
2898.125,202.96,2.5,21.96
2898.25,207.48,2.48,22
2898.375,209.95,2.48,22
2898.5,210.54,2.5,22
2898.625,209.5,2.51,22
2898.75,207.75,2.53,22
2898.875,206.2,2.54,22
2899,205.23,2.55,22
2899.125,205.36,2.55,22
2899.25,207.19,2.55,22
2899.375,210,2.54,21.04
2899.5,212.38,2.52,21
2899.625,213.35,2.51,21
2899.75,213.83,2.5,21
2899.875,214.12,2.5,21.96
2900,214.46,2.5,23
2900.125,215.25,2.5,23
2900.25,216.14,2.5,24
2900.375,215.19,2.51,23.04
2900.5,213.52,2.53,23
2900.625,213.73,2.55,23
2900.75,214.97,2.58,24
2900.875,217.34,2.61,25.93
2901,220.26,2.63,28
2901.125,219.22,2.64,29.93
2901.25,215.17,2.65,20
2901.375,212.64,2.64,20
2901.5,211.81,2.63,20
2901.625,211.43,2.62,20.96
2901.75,213.44,2.62,23
2901.875,218.46,2.63,23
2902,224.72,2.62,23
2902.125,231.48,2.6,23
2902.25,241.25,2.57,24
2902.375,249.55,2.54,24.96
2902.5,253.85,2.51,25
2902.625,253.04,2.49,24.04
2902.75,243.96,2.48,21
2902.875,228.91,2.48,19.08
2903,214.07,2.5,16
2903.125,205,2.53,15.04
2903.25,199.96,2.56,13
2903.375,201.02,2.58,13
2903.5,205.31,2.57,12
2903.625,206.85,2.54,12
2903.75,205.69,2.51,11
2903.875,203.1,2.5,11.96
2904,200.23,2.48,12
2904.125,199.45,2.47,12.96
2904.25,202.86,2.45,15
2904.375,210.21,2.45,17.89
2904.5,220.13,2.45,22
2904.625,228.69,2.46,25.85
2904.75,236.39,2.47,27
2904.875,239.08,2.47,26.04
2905,236.48,2.47,24
2905.125,231.9,2.47,24
2905.25,228.05,2.48,24
2905.375,225.12,2.49,24
2905.5,222.97,2.5,24
2905.625,223.37,2.51,24
2905.75,225.54,2.51,24
2905.875,227.42,2.51,24
2906,227.93,2.51,24
2906.125,228.12,2.52,23.04
2906.25,228.91,2.52,23
2906.375,228.54,2.52,22.04
2906.5,226.65,2.51,21
2906.625,224.96,2.49,20.04
2906.75,223.21,2.46,20
2906.875,219.98,2.45,20
2907,215.28,2.46,21
2907.125,212.86,2.49,22.93
2907.25,215.84,2.52,25
2907.375,224.16,2.54,26.93
2907.5,236.5,2.55,28
2907.625,252.31,2.56,28
2907.75,269.15,2.58,29
2907.875,275.41,2.59,29
2908,268.36,2.6,28
2908.125,254.44,2.57,27.04
2908.25,235.72,2.52,25
2908.375,217.71,2.46,22.11
2908.5,204.68,2.43,20
2908.625,200.92,2.44,20
2908.75,201.89,2.46,19
2908.875,204.06,2.48,19
2909,207.41,2.48,19
2909.125,211.48,2.47,19
2909.25,214.1,2.45,19
2909.375,212.9,2.46,19
2909.5,210.19,2.49,19
2909.625,207.37,2.54,19
2909.75,203.91,2.57,19
2909.875,202.52,2.58,19.96
2910,204.08,2.58,20
2910.125,206.18,2.57,20
2910.25,207.31,2.56,19
2910.375,207.79,2.56,19
2910.5,209.69,2.55,20
2910.625,213.79,2.52,20.96
2910.75,218.5,2.48,22
2910.875,220.81,2.46,22
2911,224.44,2.44,22
2911.125,229.63,2.43,22
2911.25,231.62,2.43,22
2911.375,231.46,2.43,23.93
2911.5,233.54,2.45,26
2911.625,232.92,2.46,26
2911.75,227.89,2.47,25
2911.875,224.7,2.47,24.04
2912,223.95,2.49,23
2912.125,223.17,2.5,23
2912.25,221.87,2.52,23
2912.375,220.33,2.53,23
2912.5,217.04,2.54,22
2912.625,213.37,2.53,21.04
2912.75,210.75,2.54,21
2912.875,210.09,2.54,20.04
2913,210.47,2.54,20
2913.125,210.95,2.53,20
2913.25,209.7,2.51,20
2913.375,206.49,2.49,19.04
2913.5,201.5,2.46,17
2913.625,195.95,2.44,16.04
2913.75,190.65,2.43,16
2913.875,190.49,2.44,16.96
2914,198.57,2.44,18
2914.125,212.14,2.44,18.96
2914.25,231.5,2.44,21
2914.375,250.46,2.46,23.89
2914.5,264.18,2.49,27
2914.625,266.31,2.52,27
2914.75,264.18,2.53,26
2914.875,258.7,2.51,23.11
2915,247.96,2.47,21
2915.125,236.96,2.45,20.04
2915.25,226.88,2.44,20
2915.375,216.84,2.43,19.04
2915.5,206.28,2.43,17
2915.625,200.62,2.43,15.08
2915.75,198.73,2.43,14
2915.875,198.35,2.44,13.04
2916,198.46,2.45,13
2916.125,199.53,2.47,13.96
2916.25,200.73,2.49,14
2916.375,200.76,2.51,14
2916.5,200.34,2.51,15
2916.625,200.95,2.49,15.96
2916.75,204.33,2.47,18
2916.875,209.42,2.45,19.93
2917,215.78,2.46,22
2917.125,221.41,2.48,22
2917.25,223.96,2.53,20
2917.375,220.26,2.57,18.08
2917.5,213.78,2.58,17
2917.625,208.18,2.56,16.04
2917.75,202.97,2.53,15
2917.875,200.66,2.51,13.08
2918,200.23,2.51,12
2918.125,198.31,2.52,11.04
2918.25,194.32,2.53,12
2918.375,193.03,2.53,12.96
2918.5,198.37,2.51,15
2918.625,206.64,2.49,15.96
2918.75,217.75,2.48,18
2918.875,234.18,2.47,20.89
2919,251.47,2.48,24
2919.125,255.15,2.5,25.93
2919.25,251.61,2.53,26
2919.375,246.16,2.56,25.04
2919.5,234.21,2.59,25
2919.625,224.67,2.61,25
2919.75,224.33,2.6,25
2919.875,227.21,2.58,24.04
2920,226.41,2.54,23
2920.125,222.61,2.5,22.04
2920.25,213.97,2.46,20
2920.375,203.85,2.43,19.04
2920.5,198.67,2.42,18
2920.625,200.58,2.44,17.04
2920.75,205.74,2.47,17
2920.875,212.56,2.49,17.96
2921,221,2.51,19
2921.125,230.97,2.53,19.96
2921.25,241.73,2.56,21
2921.375,246.08,2.58,21
2921.5,244.16,2.59,22
2921.625,239.52,2.58,21.04
2921.75,231.72,2.56,20
2921.875,223.44,2.55,19.04
2922,217.99,2.55,18
2922.125,215.6,2.57,18
2922.25,214.12,2.61,17
2922.375,213.7,2.64,17
2922.5,216.03,2.67,18
2922.625,225.72,2.67,19.93
2922.75,238.87,2.66,22
2922.875,246.23,2.64,22.96
2923,245.42,2.63,24
2923.125,239.64,2.62,23.04
2923.25,232.61,2.61,22
2923.375,231.56,2.59,22
2923.5,237.3,2.58,22
2923.625,246.02,2.58,22
2923.75,252.66,2.59,23
2923.875,252.12,2.6,22.04
2924,243.16,2.61,21
2924.125,233.06,2.62,20.04
2924.25,225.19,2.63,20
2924.375,221.18,2.63,20
2924.5,218.05,2.63,20
2924.625,216.72,2.63,20
2924.75,216.89,2.63,21
2924.875,218.22,2.63,22.93
2925,221.68,2.62,25
2925.125,225.84,2.61,25
2925.25,228.09,2.6,24
2925.375,227.12,2.6,22.08
2925.5,224.42,2.62,21
2925.625,220.12,2.63,19.08
2925.75,214.1,2.63,18
2925.875,209.68,2.63,17.04
2926,206.24,2.61,17
2926.125,204.53,2.61,17
2926.25,204.54,2.62,18
2926.375,205.99,2.62,18.96
2926.5,208.97,2.62,20
2926.625,213.55,2.61,20.96
2926.75,218.5,2.59,21
2926.875,220.31,2.57,21
2927,219.86,2.55,21
2927.125,218.95,2.54,21
2927.25,217.67,2.53,20
2927.375,215.55,2.53,19.04
2927.5,214.23,2.55,19
2927.625,215.6,2.57,19
2927.75,217.25,2.59,18
2927.875,215.83,2.6,18.96
2928,214.25,2.61,19
2928.125,214.85,2.62,20.93
2928.25,215.16,2.64,22
2928.375,215.08,2.65,22.96
2928.5,217.13,2.67,24
2928.625,220.49,2.68,24
2928.75,223.64,2.68,24
2928.875,225.39,2.66,23.04
2929,225.65,2.63,23
2929.125,224.41,2.6,23
2929.25,222.49,2.57,23
2929.375,220.79,2.55,23.96
2929.5,220.86,2.54,24
2929.625,226.11,2.55,24
2929.75,236.39,2.55,24
2929.875,247.21,2.56,24.96
2930,256.07,2.56,26
2930.125,259.21,2.56,26
2930.25,255.23,2.57,26
2930.375,246.37,2.59,25.04
2930.5,235.22,2.6,24
2930.625,227.71,2.62,23.04
2930.75,224.55,2.63,23
2930.875,224.82,2.63,23
2931,225.49,2.64,23
2931.125,226.23,2.64,23
2931.25,227.43,2.63,23
2931.375,228.31,2.63,23
2931.5,228.38,2.61,23
2931.625,228.23,2.6,23
2931.75,229.33,2.59,23
2931.875,230.64,2.58,23
2932,230.8,2.58,23
2932.125,230.15,2.58,23
2932.25,227.52,2.58,23
2932.375,221.69,2.59,21.08
2932.5,214.42,2.6,20
2932.625,209.08,2.6,19.04
2932.75,206.11,2.61,19
2932.875,206.81,2.62,19.96
2933,211.44,2.64,21
2933.125,217.5,2.66,21.96
2933.25,223.12,2.66,23
2933.375,226.25,2.66,23
2933.5,228.04,2.66,23
2933.625,227.56,2.64,23
2933.75,224.95,2.63,24
2933.875,223.44,2.61,23.04
2934,223.53,2.59,23
2934.125,223.22,2.58,22.04
2934.25,220.91,2.56,21
2934.375,216.7,2.55,20.04
2934.5,211.26,2.55,19
2934.625,206.7,2.57,19
2934.75,204.42,2.6,19
2934.875,207.35,2.63,19.96
2935,214.93,2.65,21
2935.125,222.17,2.65,21.96
2935.25,226.07,2.64,22
2935.375,225.61,2.63,21.04
2935.5,220.86,2.61,20
2935.625,213.42,2.58,18.08
2935.75,205.88,2.55,18
2935.875,203.53,2.53,18
2936,205.14,2.53,19
2936.125,208.76,2.54,19
2936.25,212.46,2.55,20
2936.375,214.81,2.56,20.96
2936.5,216.17,2.56,22
2936.625,217.9,2.55,22.96
2936.75,222.86,2.53,24
2936.875,231.19,2.5,24
2937,237.08,2.48,25
2937.125,237,2.47,25
2937.25,235.42,2.49,25
2937.375,235.85,2.5,25
2937.5,239.87,2.51,24
2937.625,251.09,2.49,22.08
2937.75,267.86,2.48,20
2937.875,276.66,2.49,17.11
2938,271.79,2.52,16
2938.125,257.76,2.56,16
2938.25,238.68,2.6,17
2938.375,222.22,2.62,17.96
2938.5,210.47,2.62,18
2938.625,207.45,2.62,18
2938.75,207.24,2.61,18
2938.875,207.66,2.62,18
2939,208.74,2.62,19
2939.125,211.34,2.63,19.96
2939.25,215.55,2.64,21
2939.375,219.75,2.65,21
2939.5,224.26,2.65,22
2939.625,228.08,2.65,23.93
2939.75,231.43,2.64,25
2939.875,234.35,2.64,25.96
2940,237.84,2.63,27
2940.125,240.15,2.62,27.96
2940.25,241.14,2.6,27
2940.375,239.63,2.58,27
2940.5,235.93,2.57,27
2940.625,232.43,2.57,27.96
2940.75,230.38,2.57,29
2940.875,229.68,2.58,29.96
2941,230.23,2.59,30
2941.125,231.73,2.58,30
2941.25,233.11,2.56,29
2941.375,233.71,2.54,27.08
2941.5,233.98,2.52,25
2941.625,233.77,2.51,24.04
2941.75,234.68,2.51,23
2941.875,238.41,2.51,23.96
2942,242.67,2.52,25
2942.125,242.76,2.52,25.96
2942.25,241.2,2.53,28
2942.375,238.95,2.53,28.96
2942.5,233.17,2.54,28
2942.625,227.32,2.56,26.08
2942.75,224.84,2.58,24
2942.875,223.98,2.61,24
2943,222.32,2.63,24
2943.125,220.9,2.65,24
2943.25,219.7,2.65,23
2943.375,218.33,2.65,23
2943.5,217.1,2.64,23
2943.625,216.08,2.63,22.04
2943.75,214.77,2.63,22
2943.875,213.67,2.62,21.04
2944,213.2,2.61,21
2944.125,213.98,2.58,21.96
2944.25,216.45,2.56,22
2944.375,219.97,2.55,22
2944.5,223.96,2.56,23
2944.625,226.99,2.6,23.96
2944.75,229.19,2.63,26
2944.875,228.83,2.65,26.96
2945,226.29,2.66,28
2945.125,224.33,2.65,27.04
2945.25,224.77,2.64,26
2945.375,225.07,2.62,24.08
2945.5,223.06,2.61,22
2945.625,219.8,2.61,21.04
2945.75,215.03,2.62,19
2945.875,209.06,2.63,19
2946,204.17,2.63,19
2946.125,204.14,2.63,19
2946.25,210.3,2.62,20
2946.375,218.68,2.6,20.96
2946.5,225.77,2.6,22
2946.625,227.48,2.61,22
2946.75,225.82,2.61,22
2946.875,220.5,2.62,21.04
2947,212.28,2.62,20
2947.125,207.83,2.63,18.08
2947.25,210.36,2.63,17
2947.375,214.71,2.64,17
2947.5,217.04,2.63,17
2947.625,220.11,2.63,17.96
2947.75,224.82,2.62,18
2947.875,227.04,2.61,18.96
2948,229.41,2.6,20
2948.125,233.34,2.6,21.93
2948.25,234.42,2.61,23
2948.375,229.14,2.61,23
2948.5,221.92,2.62,22
2948.625,218.43,2.63,21.04
2948.75,220.03,2.63,21
2948.875,223.47,2.63,21
2949,226.84,2.63,21
2949.125,230.26,2.63,21.96
2949.25,232.22,2.64,23
2949.375,231.29,2.64,23
2949.5,231.21,2.65,24
2949.625,230.9,2.65,24
2949.75,226.04,2.65,24
2949.875,219.17,2.64,23.04
2950,211.13,2.64,23
2950.125,203.99,2.63,23.96
2950.25,203.45,2.6,25
2950.375,218.58,2.53,25.96
2950.5,245.69,2.45,27
2950.625,269.2,2.38,28.93
2950.75,286.89,2.36,32
2950.875,294.73,2.39,33.93
2951,291.7,2.45,35
2951.125,276.75,2.5,33.08
2951.25,259.67,2.53,31
2951.375,249.12,2.54,29.08
2951.5,246.94,2.54,29
2951.625,251.4,2.53,29.96
2951.75,262.93,2.51,31
2951.875,277.25,2.5,33.89
2952,290.04,2.5,37
2952.125,295.06,2.5,38.93
2952.25,290.13,2.5,38
2952.375,276.42,2.51,36.08
2952.5,259.47,2.52,32
2952.625,245.78,2.53,30.08
2952.75,232.41,2.54,28
2952.875,224.07,2.53,26.08
2953,222.06,2.53,25
2953.125,227.32,2.54,24.04
2953.25,234.28,2.57,25
2953.375,236.45,2.59,24.04
2953.5,235.4,2.6,23
2953.625,232.21,2.61,21.08
2953.75,224.5,2.62,20
2953.875,217.01,2.63,20
2954,214.44,2.64,20
2954.125,214.61,2.66,20.96
2954.25,215.03,2.66,22
2954.375,217.94,2.65,23.93
2954.5,225.13,2.61,26
2954.625,234.06,2.57,26.96
2954.75,242.52,2.53,29
2954.875,248.99,2.5,30.93
2955,258.73,2.48,32
2955.125,267.92,2.46,32
2955.25,272.9,2.46,31
2955.375,274.05,2.48,30.04
2955.5,270.28,2.5,28
2955.625,256.33,2.54,27.04
2955.75,236.88,2.56,24
2955.875,221.36,2.58,22.08
2956,209.48,2.59,20
2956.125,204.66,2.59,19.04
2956.25,205.35,2.6,19
2956.375,207.27,2.61,19
2956.5,208.75,2.62,18
2956.625,209.92,2.63,17.04
2956.75,209.6,2.64,16
2956.875,208.05,2.64,15.04
2957,206.63,2.64,15
2957.125,206.14,2.63,15.96
2957.25,206.55,2.63,16
2957.375,208.66,2.62,16.96
2957.5,211.81,2.62,17
2957.625,214.46,2.62,17.96
2957.75,216.53,2.63,17
2957.875,216.94,2.64,17
2958,214.53,2.64,16
2958.125,210.62,2.63,16
2958.25,207.03,2.62,16
2958.375,205.42,2.6,16
2958.5,205.49,2.58,17
2958.625,206.96,2.56,17.96
2958.75,211.68,2.53,20
2958.875,218.89,2.5,21.93
2959,228.65,2.47,24
2959.125,245.37,2.44,24.96
2959.25,264.98,2.44,26
2959.375,272.94,2.46,25.04
2959.5,269.62,2.5,23
2959.625,260.7,2.54,22.04
2959.75,242.94,2.58,21
2959.875,224.81,2.62,20.04
2960,214.27,2.65,19
2960.125,212.1,2.66,18.04
2960.25,211.49,2.66,19
2960.375,213.03,2.65,19.96
2960.5,216.49,2.64,21
2960.625,219.51,2.63,21
2960.75,221.93,2.63,20
2960.875,221.56,2.63,20
2961,218.57,2.64,20
2961.125,215.29,2.65,20
2961.25,212.79,2.65,20
2961.375,211.71,2.65,20.96
2961.5,212.88,2.63,23
2961.625,217.52,2.6,23.96
2961.75,229.04,2.57,26
2961.875,248.03,2.52,26
2962,266.47,2.49,25
2962.125,273.62,2.49,25
2962.25,269.87,2.51,25
2962.375,256.86,2.55,23.08
2962.5,234.45,2.6,22
2962.625,218.33,2.62,21.04
2962.75,210.78,2.64,21
2962.875,211.33,2.65,21
2963,213.87,2.66,21
2963.125,215.57,2.66,21
2963.25,214.97,2.65,20
2963.375,211.69,2.64,19.04
2963.5,207.11,2.62,19
2963.625,204.08,2.61,18.04
2963.75,203.17,2.61,18
2963.875,205.54,2.62,18
2964,212.29,2.63,19
2964.125,219.7,2.64,19.96
2964.25,225.99,2.64,21
2964.375,228.64,2.64,21
2964.5,228.32,2.64,22
2964.625,227.22,2.64,22
2964.75,230.06,2.62,23
2964.875,234.94,2.6,24.93
2965,238.94,2.58,25
2965.125,242.57,2.56,25
2965.25,246.18,2.55,25
2965.375,244.77,2.55,25
2965.5,238.96,2.54,25
2965.625,232.45,2.55,24.04
2965.75,224.96,2.56,22
2965.875,216.1,2.58,19.11
2966,207.23,2.6,17
2966.125,202.92,2.62,15.08
2966.25,201.47,2.64,15
2966.375,203.71,2.64,15
2966.5,216.57,2.62,17
2966.625,241.37,2.58,18.93
2966.75,274.26,2.52,21
2966.875,303.68,2.47,22.93
2967,331.07,2.42,26
2967.125,338.44,2.41,28.89
2967.25,324.48,2.43,32
2967.375,299.5,2.46,33.93
2967.5,272.46,2.48,33
2967.625,249.81,2.51,30.11
2967.75,230.07,2.53,26
2967.875,218.35,2.56,22.15
2968,212.17,2.58,19
2968.125,209.95,2.6,17.08
2968.25,208.38,2.6,16
2968.375,209.62,2.6,15.04
2968.5,213.63,2.59,15
2968.625,216.01,2.58,15
2968.75,216.55,2.57,15
2968.875,216.34,2.56,15.96
2969,215.68,2.55,16
2969.125,215.11,2.54,16
2969.25,215.04,2.54,16
2969.375,215.23,2.55,15.04
2969.5,216.65,2.57,15
2969.625,218.77,2.6,15
2969.75,219.75,2.62,16
2969.875,218.88,2.65,16
2970,216.57,2.66,16
2970.125,212.74,2.67,15.04
2970.25,208.58,2.67,15
2970.375,206.99,2.66,15
2970.5,207.37,2.64,16
2970.625,209.55,2.63,16.96
2970.75,212.76,2.62,18
2970.875,214.82,2.62,18
2971,216.13,2.61,19
2971.125,218.5,2.61,19
2971.25,222.37,2.61,20
2971.375,224.83,2.61,20
2971.5,226.29,2.6,20
2971.625,228.04,2.59,20
2971.75,228.98,2.58,20
2971.875,227.28,2.58,20
2972,224.55,2.58,19
2972.125,222.39,2.58,19
2972.25,219.09,2.57,18
2972.375,215.31,2.57,16.08
2972.5,212.71,2.56,15
2972.625,212.21,2.56,15
2972.75,212.07,2.55,15
2972.875,211.89,2.55,15
2973,211.82,2.56,16
2973.125,212.19,2.58,16
2973.25,213.57,2.59,18
2973.375,216.03,2.6,19.93
2973.5,219.39,2.6,21
2973.625,223.21,2.6,22.93
2973.75,226.65,2.58,24
2973.875,228.49,2.55,24.96
2974,233.2,2.49,27
2974.125,246.13,2.43,28.93
2974.25,262.98,2.38,31
2974.375,272.37,2.36,31.96
2974.5,275.38,2.37,31
2974.625,270.54,2.39,30.04
2974.75,253.55,2.43,29
2974.875,240.83,2.46,28.04
2975,248.63,2.46,29
2975.125,276.82,2.44,30.93
2975.25,306.44,2.42,33
2975.375,323.68,2.41,34.93
2975.5,327.51,2.43,35
2975.625,312.91,2.47,33.08
2975.75,281.09,2.51,29
2975.875,253.67,2.55,26.11
2976,235.46,2.58,26
2976.125,226.18,2.58,26
2976.25,220.48,2.58,25
2976.375,219.35,2.58,24.04
2976.5,219.63,2.59,24
2976.625,221.29,2.59,24
2976.75,225.45,2.59,25
2976.875,229.14,2.57,24.04
2977,237.32,2.54,23
2977.125,257.17,2.5,23
2977.25,275.49,2.47,23
2977.375,276.78,2.47,23
2977.5,273.58,2.48,23
2977.625,271.83,2.5,23
2977.75,266.83,2.51,22
2977.875,265,2.5,22
2978,272.97,2.5,23
2978.125,283.02,2.5,24.93
2978.25,289.41,2.49,28
2978.375,290.06,2.48,29.93
2978.5,285.26,2.47,30
2978.625,277.12,2.48,30
2978.75,270.13,2.5,30
2978.875,265.15,2.53,30
2979,262.55,2.55,30
2979.125,263.95,2.57,30
2979.25,264.05,2.57,30
2979.375,261.87,2.56,30
2979.5,264.7,2.55,29
2979.625,274.12,2.56,28.04
2979.75,279.32,2.57,28
2979.875,279.91,2.58,28
2980,281.5,2.59,26
2980.125,276.62,2.6,24.08
2980.25,261,2.61,21
2980.375,246.22,2.61,19.08
2980.5,233.32,2.61,18
2980.625,221.63,2.6,17.04
2980.75,212.54,2.6,16
2980.875,209.53,2.59,15.04
2981,210.1,2.59,14
2981.125,212.27,2.59,14.96
2981.25,214.31,2.58,15
2981.375,214.78,2.56,15
2981.5,214.88,2.55,15
2981.625,215.13,2.54,15
2981.75,214.97,2.53,14
2981.875,214.27,2.52,14
2982,213.63,2.52,14
2982.125,213.96,2.53,14
2982.25,214.81,2.53,14
2982.375,215.4,2.53,14.96
2982.5,215.64,2.53,14
2982.625,215.49,2.52,14
2982.75,214.31,2.52,14
2982.875,212.24,2.51,14
2983,210.14,2.51,15
2983.125,209.36,2.52,15
2983.25,208.99,2.52,15
2983.375,209.14,2.52,15
2983.5,210.37,2.52,15
2983.625,211.74,2.53,15.96
2983.75,213.6,2.53,16
2983.875,217.43,2.53,16
2984,223.6,2.52,15
2984.125,230.05,2.52,15
2984.25,236,2.51,14
2984.375,239.07,2.5,14
2984.5,238.1,2.5,14
2984.625,233.8,2.5,14
2984.75,227.98,2.51,14
2984.875,224.36,2.51,14
2985,223.14,2.51,15
2985.125,224.1,2.5,15
2985.25,225.24,2.5,15
2985.375,225.45,2.49,15
2985.5,225.64,2.5,14
2985.625,226.1,2.5,14
2985.75,226.55,2.51,14
2985.875,228.09,2.51,13.04
2986,230.3,2.51,14
2986.125,231.35,2.51,14
2986.25,234.06,2.51,15
2986.375,238.16,2.51,14.04
2986.5,238.69,2.5,14
2986.625,234.5,2.51,13.04
2986.75,229.35,2.52,14
2986.875,222.7,2.53,14
2987,214.7,2.55,14
2987.125,211.26,2.56,14
2987.25,211.8,2.56,13
2987.375,212.2,2.55,13
2987.5,211.57,2.54,13
2987.625,210.72,2.53,12.04
2987.75,210.18,2.52,12
2987.875,210.44,2.51,11.04
2988,212.11,2.5,11
2988.125,214.1,2.5,11
2988.25,215.5,2.5,11
2988.375,216.52,2.5,11.96
2988.5,217.55,2.5,12
2988.625,217.39,2.5,12
2988.75,216.57,2.5,12
2988.875,216.4,2.5,12
2989,216.29,2.5,12
2989.125,215.47,2.51,11.04
2989.25,214.27,2.52,11
2989.375,213.08,2.53,11
2989.5,211.61,2.53,11
2989.625,210.52,2.52,11.96
2989.75,210.6,2.52,12
2989.875,211.98,2.51,12
2990,214.18,2.52,13
2990.125,216.13,2.52,13
2990.25,217.85,2.52,12
2990.375,218.66,2.52,12
2990.5,218.18,2.51,12
2990.625,216.96,2.52,12
2990.75,216.01,2.52,12
2990.875,215.08,2.53,12.96
2991,212.99,2.54,13
2991.125,210.65,2.55,13.96
2991.25,208.51,2.55,14
2991.375,207.29,2.53,14.96
2991.5,208.3,2.5,15
2991.625,212.27,2.47,15
2991.75,219.48,2.45,16
2991.875,226.95,2.44,16
2992,232.2,2.45,17
2992.125,232.95,2.48,17.96
2992.25,232.14,2.53,19
2992.375,230.36,2.56,19.96
2992.5,230.02,2.56,21
2992.625,234.22,2.55,21.96
2992.75,239.61,2.53,23
2992.875,240.2,2.52,23
2993,237.78,2.52,22
2993.125,231.96,2.52,22
2993.25,221.79,2.52,22
2993.375,214.34,2.53,22
2993.5,213.51,2.55,22
2993.625,216.62,2.56,22
2993.75,220.76,2.57,23
2993.875,227.3,2.56,23.96
2994,238.86,2.53,25
2994.125,252.51,2.49,25.96
2994.25,267.05,2.46,27
2994.375,278.88,2.46,27.96
2994.5,283.88,2.47,31
2994.625,274.53,2.49,31.96
2994.75,256.08,2.53,32
2994.875,238.41,2.58,31.04
2995,224.42,2.62,28
2995.125,220.18,2.64,26.08
2995.25,227.14,2.63,24
2995.375,236.23,2.61,23.04
2995.5,240.01,2.61,22
2995.625,235.53,2.62,22
2995.75,225.77,2.65,22
2995.875,213.44,2.67,22
2996,202.56,2.67,21
2996.125,200.84,2.65,21.96
2996.25,210.99,2.62,23
2996.375,228.73,2.58,25.89
2996.5,246.45,2.54,29
2996.625,256.21,2.51,29.96
2996.75,260.37,2.51,29
2996.875,256.26,2.53,27.08
2997,242.97,2.57,26
2997.125,230.48,2.61,25.04
2997.25,222.25,2.64,25
2997.375,219.51,2.65,24.04
2997.5,218.94,2.65,22
2997.625,220.2,2.66,22
2997.75,222.02,2.66,22
2997.875,225.09,2.65,22
2998,233.32,2.62,22
2998.125,244.24,2.58,23.93
2998.25,252.94,2.54,25
2998.375,258.46,2.54,25.96
2998.5,264.76,2.55,25
2998.625,264.24,2.55,23.08
2998.75,252.81,2.56,20
2998.875,242.58,2.57,19.04
2999,232.79,2.59,18
2999.125,220.9,2.62,17.04
2999.25,210.13,2.64,17
2999.375,206.88,2.66,16.04
2999.5,207.36,2.66,15
2999.625,209.07,2.66,15
2999.75,209.79,2.65,15
2999.875,207,2.65,15
3000,202.32,2.65,15
